,Id (Keywords.Csv),Imdb Id,Release Date,Start Year,Title,Budget,Revenue,Runtime,Vote Average,Vote Count,New Key
4289,20197,tt0084788,8/4/1982,1982,Things Are Tough All Over,0,21134374.0,90.0,6.1,25.0,"['pornography', 'chicago', 'money laundering', 'gas station', 'limousine', 'laundromat', 'comedy team', 'illegal immigrant', 'las vegas', 'lust', 'desert', 'latino', 'hispanic', 'double act', 'cross dresser', 'arab', 'peyote', 'arab sheik', 'pornographer', 'french restaurant', 'slot machine']"
4290,43316,tt0047811,12/25/1955,1955,All That Heaven Allows,0,3100000.0,89.0,7.4,66.0,['older woman younger man relationship']
4291,34689,tt0046754,1/1/1954,1954,The Barefoot Contessa,0,0.0,128.0,6.7,36.0,"['dancer', 'count', 'millionaire']"
4292,25690,tt0118734,6/11/1997,1997,The Blackout,0,0.0,98.0,5.2,13.0,"['female nudity', 'sex', 'lesbian', 'threesome', 'fingering', 'actor', 'abortion']"
4293,10238,tt0069467,12/21/1972,1972,Cries and Whispers,0,0.0,91.0,7.8,118.0,"['sister sister relationship', 'sweden', 'dying and death']"
4294,18929,tt0053796,7/25/1960,1960,The Entertainer,0,0.0,96.0,5.5,12.0,"['dysfunctional family', 'washed up star', 'british new wave']"
4295,4789,tt0065777,12/4/1970,1970,The Garden of the Finzi-Continis,0,0.0,95.0,6.6,32.0,"['world war ii', 'deportation', 'jew persecution']"
4296,32595,tt0093227,1/1/1987,1987,Howling III: The Marsupials,0,0.0,94.0,4.1,30.0,[']']
4297,18030,tt0048261,5/18/1955,1955,Kiss Me Deadly,0,0.0,106.0,7.1,81.0,"['suspense', 'hitchhiker', 'beach house', 'mike hammer', 'convertable']"
4298,18988,tt0063227,1/1/1968,1968,The Lion in Winter,0,0.0,134.0,7.6,89.0,"['england', 'infidelity', 'famous score', 'queen', 'castle', 'king henry ii', 'unfaithfulness', 'mistress', 'king', 'spear', 'throne', 'homoeroticism', 'christmas']"
4299,11536,tt0055184,1/1/1961,1961,The Misfits,4000000,8200000.0,124.0,6.8,76.0,"['decision', 'reno', 'mustang', 'falling in love', 'divorce']"
4300,10339,tt0049513,6/27/1956,1956,Moby Dick,4500000,10400000.0,116.0,6.9,90.0,"['based on novel', 'captain', 'boat', 'obsession', 'shipwreck', 'stroke of fate', 'whale', 'walrus', 'revenge']"
4301,39875,tt0102690,2/1/1991,1991,Popcorn,0,0.0,91.0,5.7,28.0,"['revenge', 'murder', 'serial killer', 'student', 'series of murders', 'movie theater']"
4302,50031,tt0028167,11/6/1936,1936,Rembrandt,0,0.0,85.0,6.5,4.0,"['painter', 'biography', 'historical figure', 'maid']"
4303,976,tt0051036,6/27/1957,1957,Sweet Smell of Success,0,0.0,96.0,7.5,108.0,"['new york', 'newspaper', 'brother sister relationship', 'jazz musician', 'media tycoon', 'film noir']"
4304,69605,tt0049966,12/1/1956,1956,Written on the Wind,0,0.0,99.0,6.9,42.0,"['melodrama', 'oil baron']"
4305,65632,tt0059095,12/1/1965,1965,The 10th Victim,0,0.0,92.0,6.0,20.0,['fictional game show']
4306,29471,tt0089716,3/29/1985,1985,Colonel Redl,0,0.0,144.0,6.2,15.0,"['homosexuality', 'treason', 'military officer', 'austria-hungary']"
4307,4780,tt0074991,8/1/1976,1976,Obsession,0,0.0,98.0,6.5,50.0,"['money delivery', 'sense of guilt', 'ransom', 'disappointment', 'false identity', 'florence', 'art restoration']"
4308,11906,tt0076786,2/1/1977,1977,Suspiria,0,0.0,98.0,7.5,396.0,"['germany', 'witch', 'boarding school', 'cult favorite', 'ballet', 'giallo', 'young woman', 'gothic', 'apartment', 'evil', 'coven', 'noise', 'ballet school', 'sinister']"
4309,11713,tt0068767,3/22/1972,1972,Fist of Fury,100000,0.0,108.0,7.4,164.0,"['martial arts', 'japanese', 'honor', 'murder', 'tragic hero', 'one man army', 'tough guy', 'brutality', 'kung fu classic', 'brawl', 'nunchaku', 'kung fu master']"
4310,9589,tt0082176,4/1/1981,1981,Christiane F.,0,0.0,138.0,7.3,268.0,"['junkie', 'heroin', 'prostitution', 'illegal drugs', 'berlin germany']"
4311,12481,tt0067824,10/2/1971,1971,The Big Boss,100000,0.0,100.0,7.3,148.0,['martial arts']
4312,13333,tt0077594,3/22/1978,1978,Game of Death,0,0.0,94.0,6.3,121.0,['martial arts']
4313,13938,tt0089461,3/22/1985,1985,The Last Dragon,10000000,25754284.0,108.0,6.4,71.0,"['martial arts', 'pizzeria', 'limousine', 'music']"
4314,10540,tt0082869,5/22/1981,1981,Outland,16000000,17374595.0,112.0,6.2,153.0,"['jupiter', 'wife husband relationship', 'marshal', 'wife', 'dystopia', 'earth', 'space centre']"
4315,9462,tt0068935,6/1/1972,1972,The Way of the Dragon,130000,85000000.0,100.0,7.4,235.0,"['rome', 'kung fu', 'restaurant', 'chinese mafia', 'hong kong', 'gangster', 'hoodlum']"
4316,82623,tt0163862,10/23/1998,1998,T-Rex: Back to the Cretaceous,0,0.0,45.0,4.5,3.0,[']']
4317,2114,tt0173840,7/2/2001,2001,Final Fantasy: The Spirits Within,137000000,85131830.0,106.0,5.9,441.0,"['battle assignment', 'dystopia', 'alien', 'downfall', 'scientist', 'based on video game']"
4318,8835,tt0250494,7/13/2001,2001,Legally Blonde,18000000,141774679.0,96.0,6.2,908.0,"['harvard law school', 'black female judge', 'smart blonde', 'girl power']"
4319,11371,tt0227445,7/13/2001,2001,The Score,68000000,71069884.0,124.0,6.7,436.0,"['quebec', 'jewel', 'scepter', 'customs house', 'jewelry heist', 'blueprint', 'assumed identity', 'schematic', 'voice over', 'surveillance camera', 'one last job']"
4320,78248,tt0262210,8/31/2000,2000,Adanggaman,0,28.0,90.0,7.5,2.0,[']']
4321,9517,tt0242193,6/15/2001,2001,Bully,0,480811.0,113.0,6.7,125.0,"['florida', 'striptease', 'homosexuality', 'independent film', 'best friend', 'falling in love', 'group of friends']"
4322,25985,tt0273300,11/9/2001,2001,Jump Tomorrow,0,0.0,97.0,6.9,7.0,['independent film']
4323,15745,tt0227005,7/13/2001,2001,Made,5000000,5476060.0,94.0,6.3,55.0,[']']
4324,24977,tt0245280,5/5/2000,2000,Michael Jordan to the Max,0,21268532.0,46.0,7.5,10.0,['sport']
4325,36107,tt0188913,1/1/1998,1998,More,0,0.0,6.0,7.9,45.0,"['capitalism', 'inventor', 'dystopia', 'stop motion', 'short', 'bliss']"
4326,113271,tt0120327,7/11/1997,1997,Thrill Ride: The Science of Fun,0,0.0,0.0,6.0,1.0,"['sport', 'amusement park', 'roller coaster']"
4327,58904,tt0278475,2/23/2001,2001,Haunted Castle,0,13651656.0,38.0,5.0,2.0,[']']
4328,103489,tt0238015,5/20/2001,2001,All Access: Front Row. Backstage. Live!,0,0.0,0.0,0.0,0.0,[']']
4329,13794,tt0109049,3/31/1994,1994,Africa: The Serengeti,0,0.0,40.0,5.9,9.0,['imax']
4330,13795,tt0130445,9/3/1998,1998,Alaska: Spirit of the Wild,0,0.0,40.0,5.3,3.0,"['wilderness', 'whale', 'alaska', 'bear', 'nature', 'imax']"
4331,103488,tt0159423,3/31/1999,1999,Encounter in the Third Dimension,0,0.0,40.0,8.0,1.0,"['independent film', 'imax', '3d', 'short']"
4332,73482,tt0182299,10/1/1999,1999,Siegfried & Roy: The Magic Box,0,0.0,50.0,0.0,0.0,[']']
4333,38965,tt0094593,4/8/1988,1988,18 Again!,0,0.0,93.0,5.7,27.0,"['grandfather', 'wish', 'role reversal', 'body-swap', 'wishes come true', 'vejez']"
4334,47817,tt0094594,8/18/1988,1988,1969,0,5979011.0,95.0,5.5,21.0,"['vietnam', 'war']"
4335,31052,tt0094606,12/23/1988,1988,The Accidental Tourist,0,0.0,121.0,5.9,55.0,['travel']
4336,10868,tt0094608,10/14/1988,1988,The Accused,0,0.0,111.0,6.8,130.0,"['alcohol', 'rape', 'bar', 'boston', 'clothing']"
4337,9395,tt0094602,4/8/1988,1988,Above the Law,7500000,18869631.0,99.0,5.9,140.0,"['corruption', 'chicago', 'cia', 'martial arts', 'senator', 'vietnam', 'cop', 'torture', 'drug lord']"
4338,14506,tt0096764,12/7/1988,1988,The Adventures of Baron Munchausen,46630000,8083123.0,126.0,6.9,185.0,"['moon', 'monster', 'hot air balloon', 'war', 'baron', 'story telling', 'european', 'roman mythology']"
4339,5333,tt0094667,9/30/1988,1988,Apartment Zero,4000000,670774.0,124.0,6.9,12.0,"['cia', 'drag queen', 'cat', 'flat', 'distrust', 'cohabitant', 'hitman', 'buenos aires', 'mission of murder', 'male friendship', 'film and cinema', 'boarder', 'film history', 'neighbor', 'cowardliness']"
4340,4281,tt0094669,4/15/1988,1988,Appointment with Death,0,960040.0,102.0,6.2,15.0,"['cruise', 'ship', 'private detective', 'murder mystery']"
4341,2,tt0094675,10/21/1988,1988,Ariel,0,0.0,69.0,7.1,44.0,"['underdog', 'prison', 'factory worker', 'prisoner', 'helsinki', 'independent film', 'falling in love']"
4342,26044,tt0094678,7/8/1988,1988,Arthur 2: On the Rocks,0,14681192.0,113.0,4.5,43.0,"['billionaire', 'alcoholic']"
4343,59797,tt0094701,4/8/1988,1988,Bad Dreams,4000000,9797098.0,86.0,5.3,31.0,[']']
4344,14911,tt0094712,7/21/1988,1988,Bat*21,0,3184348.0,105.0,5.9,42.0,['based on novel']
4345,15592,tt0094715,12/21/1988,1988,Beaches,0,57041866.0,123.0,6.5,65.0,"['death of a friend', 'female friendship', 'death of mother', 'childhood friends', 'female singer', 'dying young', 'cardiomyopathy']"
4346,15267,tt0094716,9/14/1988,1988,The Beast of War,0,0.0,111.0,6.7,53.0,[']']
4347,12710,tt0094739,6/10/1988,1988,Big Business,0,0.0,97.0,5.8,62.0,"['women', 'mistake in person', 'wealth', 'teacher', 'twins']"
4348,30502,tt0094744,7/22/1988,1988,Big Top Pee-wee,0,15122000.0,86.0,5.1,30.0,"['pig', 'relationship problems', 'travelling circus', 'beautiful girl', 'animal lover', 'creepy neighbor']"
4349,19382,tt0094746,3/25/1988,1988,Biloxi Blues,20000000,51684798.0,106.0,6.4,72.0,"['world war ii', 'boot camp', 'biloxi mississippi']"
4350,24679,tt0094747,7/1/1988,1988,Bird,0,0.0,161.0,6.6,49.0,"['psychiatric hospital', 'heroin addict', 'electroconvulsive therapy', 'death of daughter', 'bebop', 'jazz music', 'eiffel tower paris']"
4351,9599,tt0094761,8/5/1988,1988,The Blob,19000000,8247943.0,95.0,6.3,187.0,"['killing', 'cinema', 'slime', 'disgust', 'comet', 'cold', 'quarantine', 'playboy', 'remake', 'alien', 'hospital', 'sewer', 'freezer', 'military', 'liquefaction', 'bad boy']"
4352,94440,tt0094783,12/23/1988,1988,The Boost,8000000,784990.0,95.0,5.3,12.0,[']']
4353,17170,tt0094799,4/1/1988,1988,"Bright Lights, Big City",0,0.0,107.0,4.7,29.0,"['magazine', 'writer', 'drug', 'fashion show']"
4354,18509,tt0094824,7/22/1988,1988,Caddyshack II,0,0.0,98.0,3.9,59.0,['sport']
4355,34604,tt0094846,4/22/1988,1988,Casual Sex?,0,12277096.0,88.0,4.3,18.0,"['holiday', 'sex', 'dream', 'nudity', 'friends', 'resort', 'dating', 'attitude']"
4356,14441,tt0094884,8/10/1988,1988,Clean and Sober,0,8674093.0,124.0,6.3,16.0,"['cocaine', 'drinking', 'real estate agent']"
4357,7520,tt0094889,7/29/1988,1988,Cocktail,20000000,171504781.0,104.0,5.7,330.0,"['new york', 'night life', 'jamaica', 'bartender', 'ambition', 'from rags to riches']"
4358,10126,tt0094894,4/15/1988,1988,Colors,6000000,46616067.0,120.0,6.6,100.0,"['police brutality', 'ghetto', 'delinquency', 'police', 'east los angeles', 'gang', 'gang member', 'mexican american', 'barrio', 'colleague']"
4359,9602,tt0094898,6/28/1988,1988,Coming to America,39000000,288752301.0,116.0,6.5,944.0,"['fast food restaurant', 'prince', 'heir to the throne', 'fish out of water', 'new york city', 'fake identity', 'duringcreditsstinger', 'searching for love']"
4360,23752,tt0094910,1/15/1988,1988,The Couch Trip,0,0.0,97.0,5.3,28.0,['independent film']
4361,41952,tt0097125,1/1/1988,1988,Criminal Law,0,0.0,117.0,5.5,20.0,[']']
4362,3980,tt0090887,4/11/1986,1986,Critters,2000000,13167232.0,82.0,5.9,221.0,"['sheriff', 'bounty hunter', 'cat', 'brother sister relationship', 'small town', 'barn', 'toilet', 'kansas', 'spaceship', 'alien', 'creature', 'explosion', 'family', 'exploding house', 'brother sister\\xa0', 'alien fugitive', 'alien creature']"
4363,10127,tt0094919,4/29/1988,1988,Critters 2,4500000,3813293.0,86.0,5.0,91.0,"['female nudity', 'bounty hunter', 'small town', 'nudity', 'kansas', 'sequel', 'spaceship', 'easter', 'easter bunny', 'alien', 'reporter', 'eggs', 'creature', 'explosion', 'violence', 'dog', 'flesh eating', 'shape shifter', 'torso cut in half', 'man eating monster', 'pitchfork', 'spit take', 'newspaper reporter', 'playboy magazine', 'hamburgers', 'easter egg hunt']"
4364,12702,tt0101627,12/11/1991,1991,Critters 3,0,0.0,86.0,4.5,70.0,"['fire', 'hologram', 'sequel', 'alien', 'independent film', 'los angeles', 'apartment', 'elevator shaft', 'aftercreditsstinger', 'slow motion action scene', 'woman director', 'flashback', 'open ended', 'alien creature']"
4365,27397,tt0094921,9/16/1988,1988,Crossing Delancey,0,16262415.0,97.0,5.8,11.0,"['matchmaking', 'woman director', 'pickles']"
4366,9748,tt0094933,3/18/1988,1988,D.O.A.,0,12706478.0,96.0,5.9,37.0,"['toxication', 'professor for literature', 'race against time', 'culprit', 'suspense', 'student', 'relationship', 'woman director']"
4367,40095,tt0094961,5/6/1988,1988,Dead Heat,5000000,0.0,86.0,5.8,41.0,"['police', 'resurrection', 'zombie']"
4368,10651,tt0094963,7/12/1988,1988,The Dead Pool,20000000,0.0,91.0,6.3,227.0,"['prison', 'detective', 'gun', 'fight', 'chinatown', 'hitman', 'media', 'police', 'stalker', 'sequel', 'murder', 'mafia', 'reporter', 'gangster', 'explosion', 'violence', 'neo-noir']"
4369,10141,tt0095031,12/14/1988,1988,Dirty Rotten Scoundrels,0,42039085.0,110.0,7.0,223.0,"['competition', 'luxury', 'seduction', 'con man', 'money']"
4370,27362,tt0092929,9/10/1988,1988,Drowning by Numbers,0,0.0,118.0,7.0,32.0,[']']
4371,5680,tt0095088,9/30/1988,1988,"Elvira, Mistress of the Dark",0,5596267.0,96.0,6.1,88.0,['hostess']
4372,26386,tt0095107,11/11/1988,1988,Ernest Saves Christmas,6000000,28202109.0,95.0,4.9,47.0,['holiday']
4373,34053,tt0095119,11/4/1988,1988,Everybody's All-American,0,0.0,127.0,4.6,10.0,"['american football', 'sport', 'all-american', 'homecoming queen']"
4374,25884,tt0095145,10/28/1988,1988,Feds,0,3527636.0,90.0,5.7,10.0,"['fbi', 'fbi agent']"
4375,26355,tt0095169,1/15/1988,1988,For Keeps,0,17514553.0,98.0,6.1,24.0,['from backpacks to strollers']
4376,10675,tt0095174,2/16/1988,1988,Frantic,20000000,17637950.0,120.0,6.6,232.0,"['wife husband relationship', 'married couple', 'wife', 'man-woman relation', 'man looking for wife']"
4377,38982,tt0095178,11/18/1988,1988,Fresh Horses,0,0.0,105.0,4.6,8.0,[']']
4378,10130,tt0095243,9/23/1988,1988,Gorillas in the Mist,22000000,0.0,129.0,6.7,136.0,"['gorilla', 'menace', 'poacher', 'jungle', 'sympathy', 'extinction', 'gorillas']"
4379,2617,tt0095253,6/17/1988,1988,The Great Outdoors,24000000,43455230.0,91.0,6.4,155.0,"['holiday', 'roommate', 'attachment to nature', 'grizzly bear', 'best friend']"
4380,38615,tt0095288,9/30/1988,1988,Heartbreak Hotel,0,0.0,97.0,5.7,5.0,[']']
4381,21362,tt0095304,11/18/1988,1988,High Spirits,0,7399763.0,99.0,5.6,57.0,"['romantic comedy', 'spirit']"
4382,30690,tt0095326,8/26/1988,1988,Hot to Trot,9000000,6436211.0,88.0,5.1,17.0,[']']
4383,75889,tt0095333,3/4/1988,1987,The House on Carroll Street,0,0.0,101.0,5.4,8.0,[']']
4384,38500,tt0095334,11/1/1988,1988,Howling IV: The Original Nightmare,0,0.0,94.0,3.3,21.0,[']']
4385,26723,tt0095360,10/7/1988,1988,Imagine: John Lennon,0,0.0,100.0,7.3,25.0,"['musician', 'the beatles', 'music band', 'yoko ono', 'nude image', 'rock singer', 'nude drawing', 'mass media', 'george harrison', 'joy']"
4386,20443,tt0095409,3/22/1988,1988,Johnny Be Good,0,0.0,91.0,4.3,25.0,['sport']
4387,49365,tt0095484,4/22/1988,1988,Lady in White,0,0.0,112.0,6.3,25.0,"['small town', 'boy', 'murder', 'maniac', 'ghost', 'the sixties']"
4388,11347,tt0095488,9/14/1988,1988,The Lair of the White Worm,2500000,1189315.0,93.0,5.8,59.0,"['temple', 'vampire', 'dangerous', 'worm', 'derbyshire', 'archaeologist', 'monastery']"
4389,12144,tt0095489,11/18/1988,1988,The Land Before Time,12300000,84460846.0,69.0,7.0,660.0,"['vulkan', 'loss of mother', 'tyrannosaurus rex', 'earthquake', 'primitive time', 'dinosaur']"
4390,13704,tt0095519,7/6/1988,1988,License to Drive,8000000,22433275.0,90.0,6.1,100.0,"['champagne', 'ferrari', 'driving test', 'underage drinking', 'drunk driving', 'teem']"
4391,12505,tt0095532,3/17/1988,1988,Little Nikita,0,0.0,98.0,5.9,31.0,"['spy', 'russian', 'teenage boy', 'fbi agent', 'pursuit in traffic']"
4392,41963,tt0095599,3/11/1988,1988,Masquerade,0,0.0,91.0,5.2,14.0,"['judge', 'sex scene', 'neo-noir']"
4393,13482,tt0095638,3/18/1988,1988,The Milagro Beanfield War,0,0.0,117.0,6.7,24.0,[']']
4394,34014,tt0095654,9/9/1988,1988,Moon Over Parador,20000000,0.0,103.0,6.0,17.0,[']']
4395,29739,tt0095662,3/4/1988,1988,Moving,0,0.0,89.0,5.6,29.0,[']']
4396,12120,tt0095687,12/9/1988,1988,My Stepmother is an Alien,20000000,13854000.0,108.0,5.3,132.0,"['alien', 'spoof', 'sneeze', 'levitation', 'message']"
4397,47818,tt0095736,7/21/1988,1988,A Night in the Life of Jimmy Reardon,0,6264058.0,90.0,4.9,16.0,[']']
4398,38617,tt0095774,3/11/1988,1988,Off Limits,12000000,7242035.0,102.0,5.6,16.0,"['helicopter', 'undercover', 'racism', 'prostitution', 'violence']"
4399,3543,tt0095801,11/12/1987,1987,Bagdad Cafe,0,3587303.0,95.0,7.0,76.0,"['nevada', 'motel', 'highway', 'wilderness', 'rosenheim', 'car']"
4400,51321,tt0095853,4/22/1988,1988,Permanent Record,8000000,1893139.0,91.0,5.7,9.0,"['suicide', 'music', 'high school', 'woman director']"
4401,9604,tt0095963,6/17/1988,1988,Red Heat,29000000,34994648.0,104.0,5.8,360.0,"['usa', 'police brutality', 'cold war', 'russia', 'drug dealer', 'investigation', 'police', 'drug cartel', 'police detective', 'soviet', 'buddy cop', 'kingpin']"
4402,24929,tt0095990,1/15/1988,1988,Return of the Living Dead Part II,6200000,9205924.0,89.0,5.8,95.0,"['undead', 'zombie']"
4403,10925,tt0089907,5/15/1985,1985,The Return of the Living Dead,4000000,14237000.0,91.0,7.3,270.0,"['female nudity', 'crematorium', 'nudity', 'punk', 'company', 'independent film', 'undead', 'decapitation', 'zombie', 'paramedic', 'attic', 'cemetary', 'dismemberment', 'warehouse', 'stairs', 'night of the living dead', 'walking dead', 'louisville']"
4404,13965,tt0095993,3/24/1988,1988,Return to Snowy River,0,0.0,110.0,6.0,10.0,"['horseback riding', 'horse', 'horse whisperer', 'australia', 'sequel']"
4405,24266,tt0084296,3/2/1982,1982,The Man from Snowy River,3500000,20659423.0,104.0,6.9,38.0,"['regret', 'river', 'horse', 'ranch', 'australia', 'brumby', 'brumbies', 'colt', 'stockman', 'clancy of the overflow']"
4406,58434,tt0096003,9/2/1988,1988,Rocket Gibraltar,0,187349.0,99.0,6.2,7.0,[']']
4407,18197,tt0096018,9/7/1988,1988,Running on Empty,0,2835116.0,116.0,7.4,59.0,"['vietnam war', 'hiding', 'protestors']"
4408,70842,tt0096029,5/6/1988,1988,Salome's Last Dance,0,331000.0,89.0,5.7,10.0,['brothel']
4409,38909,tt0096030,7/9/1988,1988,Salsa,0,8892589.0,98.0,4.8,8.0,['drama']
4410,17126,tt0096037,2/12/1988,1988,Satisfaction,0,8.0,92.0,4.5,17.0,['female bonding']
4411,11503,tt0096071,2/5/1988,1988,The Serpent and the Rainbow,7000000,19595031.0,98.0,6.2,120.0,"['female nudity', 'sex', 'boston', 'revolution', 'nudity', 'hallucination', 'spider', 'leopard', 'haiti', 'amazon', 'superstition', 'buried alive', 'jungle', 'punched in the face', 'tarantula', 'cock fighting', 'chained', 'voice over', 'anthropologist', 'zombification', 'rite', 'grave robbing', 'oil lamp', 'death certificate', 'airliner', 'puffer fish', 'reference to jean claude duvalier', 'man on fire', 'genital mutilation', 'viper']"
4412,38558,tt0096087,5/6/1988,1988,Shakedown,0,0.0,112.0,6.2,17.0,"['cop', 'lawyer']"
4413,9717,tt0096098,2/12/1988,1988,Shoot to Kill,0,29300000.0,109.0,6.7,45.0,"['mountain', 'canada', 'fbi', 'kidnapping', 'horse', 'wilderness', 'mountaineer', 'waterfall', 'hiking', 'police', 'moose', 'murder', 'bear', 'diamond', 'vancouver']"
4414,11966,tt0096101,7/6/1988,1988,Short Circuit 2,0,21630088.0,110.0,5.5,168.0,"['robbery', 'helicopter', 'boat', 'hustler', 'hitman', 'ranch', 'invention', 'punk', 'police', 'sequel', 'heist', 'gang', 'robot', 'city', 'diamond', 'entrepreneur']"
4415,2605,tt0091949,5/9/1986,1986,Short Circuit,0,40697761.0,98.0,6.4,535.0,"['artificial intelligence', 'lightning', 'robot']"
4416,8740,tt0096163,10/27/1988,1988,The Vanishing,0,0.0,107.0,7.4,124.0,"['france', 'loss of lover', 'kidnapping', 'roadhouse', 'vacation', 'disappearance', 'missing person']"
4417,25497,tt0096180,5/1/1988,1988,Stormy Monday,0,1791328.0,93.0,5.9,12.0,"['newcastle', ' england']"
4418,38560,tt0096193,4/29/1988,1988,Sunset,16000000,4594452.0,102.0,5.6,15.0,"['showdown', 'wyatt earp', 'murder', 'western hero', 'tom mix']"
4419,50203,tt0096200,9/23/1988,1988,Sweet Hearts Dance,0,3790493.0,101.0,5.5,1.0,[']']
4420,26798,tt0096203,3/5/1988,1988,Switching Channels,0,0.0,105.0,5.7,19.0,"['skab under tv', 'foran', 'nederste hylde']"
4421,91445,tt0096241,1/22/1988,1988,The Telephone,0,0.0,78.0,5.8,5.0,[']']
4422,41428,tt0096251,7/1/1989,1989,Tetsuo: The Iron Man,0,0.0,67.0,6.7,110.0,"['fetishism', 'transformation', 'dystopia', 'gore', 'metal', 'japanese cyberpunk', 'unofficial remake']"
4423,8337,tt0096256,11/23/1988,1988,They Live,4000000,13008928.0,94.0,7.1,562.0,"['dystopia', 'social commentary', 'alien invasion', 'sunglasses', 'brawl']"
4424,47493,tt0096280,1/1/1988,1988,To Kill a Priest,0,0.0,117.0,6.7,3.0,['woman director']
4425,8463,tt0096289,1/1/1988,1988,Torch Song Trilogy,0,4865997.0,120.0,7.0,25.0,"['gay', 'new york', 'homophobia', 'homosexuality', 'based on play or musical', 'hate crime']"
4426,41974,tt0096294,5/15/1988,1988,Track 29,5000000,0.0,86.0,6.2,6.0,"['obsession', 'hitchhiker']"
4427,28176,tt0096316,8/12/1988,1988,Tucker: The Man and His Dream,0,0.0,110.0,6.5,71.0,[']']
4428,9493,tt0096320,12/9/1988,1988,Twins,15000000,216614388.0,107.0,5.7,566.0,"['perfection', 'delivery', 'low intelligence', 'jet engine', 'twins separated at birth', 'artist colony', 'same habits', 'biological experiment', 'opposites', 'catholic orphanage']"
4429,26603,tt0096380,2/25/1988,1988,Vice Versa,0,0.0,98.0,5.6,48.0,"['based on novel', 'role reversal', 'school', 'teen movie', 'body-swap', 'child as an adult', 'identity swap', 'adult as a child']"
4430,33172,tt0096425,12/2/1988,1988,Watchers,0,0.0,91.0,5.1,25.0,[']']
4431,29095,tt0096426,6/17/1988,1988,Waxwork,0,808114.0,95.0,5.7,71.0,"['wheelchair', 'vampire', 'haunted house', 'voodoo', 'dracula', 'transformation', 'mythical creature', 'wax museum', 'good vs evil', 'werewolf', 'occult', 'marquis de sade', 'invisible barrier', 'silver bullet', 'wax figure', 'building on fire']"
4432,12582,tt0096454,10/21/1988,1988,Without a Clue,0,0.0,107.0,6.3,59.0,"['london england', 'detective', 'alcoholism', 'sherlock holmes', 'spectacle']"
4433,10001,tt0096486,12/15/1988,1988,Young Einstein,0,0.0,91.0,4.5,46.0,"['atomic bomb', 'nobel prize', 'rock', 'albert einstein', 'marie curie', 'tasmanian', 'tasmania']"
4434,11352,tt0096794,12/22/1989,1989,Always,31000000,74134790.0,122.0,6.0,136.0,"['firemen', 'pilot', 'airplane', 'ghost', 'guardian angel']"
4435,12500,tt0088708,8/30/1985,1985,American Ninja,1000000,10499694.0,95.0,5.5,71.0,"['rebel', 'sword', 'wilderness', 'daughter', 'ninja', 'soldier', 'gaijin']"
4436,25678,tt0092548,5/1/1987,1987,American Ninja 2: The Confrontation,0,0.0,90.0,4.9,49.0,"['marine corps', 'army', 'ninja']"
4437,25682,tt0096804,2/24/1989,1989,American Ninja 3: Blood Hunt,0,0.0,89.0,4.1,33.0,['ninja']
4438,32049,tt0106393,1/1/1993,1993,Best of the Best 2,0,6500000.0,101.0,6.1,30.0,[']']
4439,45225,tt0096926,9/15/1989,1989,The Big Picture,5000000,117463.0,100.0,5.9,24.0,"['friendship', 'hollywood', 'film student']"
4440,1648,tt0096928,2/17/1989,1989,Bill & Ted's Excellent Adventure,10000000,40485039.0,90.0,6.7,464.0,"['jealousy', 'journey in the past', 'sigmund freud', 'time travel', 'heavy metal', 'socrates', 'billy the kid', 'school presentation', 'rhinoceros', 'phone booth', 'world peace', 'past', 'history', 'metal', 'best friend', 'napoleon bonaparte']"
4441,4105,tt0096933,9/22/1989,1989,Black Rain,30000000,45892212.0,125.0,6.2,250.0,"['japan', 'yakuza', 'japanese mafia']"
4442,22711,tt0096943,12/15/1989,1989,Blaze,0,19131000.0,117.0,5.9,14.0,"['civil rights activist', 'governor', 'stripper']"
4443,19124,tt0096945,8/17/1989,1989,Blind Fury,0,2692037.0,86.0,6.2,88.0,"['casino', 'vietnam', 'humor', 'b movie', 'downfall']"
4444,69828,tt0096976,10/13/1989,1989,Breaking In,0,0.0,94.0,5.3,3.0,[']']
4445,53150,tt0097001,5/5/1989,1989,C.H.U.D. II: Bud the Chud,0,0.0,85.0,3.5,25.0,"['monster', 'experiment', 'mutant', 'mutation', 'halloween', 'blood splatter', 'sequel', 'independent film', 'severed head', 'zombie', 'corpse', 'teenager', 'flamethrower', 'pitchfork', 'reanimated corpse', 'secret military program']"
4446,10142,tt0097027,8/18/1989,1989,Casualties of War,22500000,18671317.0,113.0,6.8,203.0,"['rape', 'menace', 'vietnam war', 'vietcong', 'court', 'jungle', 'soldier']"
4447,3064,tt0097044,3/10/1989,1989,Chances Are,0,0.0,108.0,6.5,66.0,"['paradise', 'heaven', 'loss of husband', 'daughter', 'afterlife', 'resurrection']"
4448,86093,tt0097109,8/23/1989,1989,Cookie,0,0.0,94.0,5.0,1.0,"['rebel', 'mafia', 'gangster', 'woman director']"
4449,10134,tt0097138,4/7/1989,1989,Cyborg,500000,10166459.0,86.0,4.9,154.0,"['cyborg', 'martial arts', 'future', 'post-apocalyptic', 'heilmittel', 'violence', 'anarchy']"
4450,21291,tt0097142,10/27/1989,1989,Dad,19000000,19738015.0,117.0,5.6,20.0,"['father son relationship', 'heart attack']"
4451,4925,tt0097166,3/24/1989,1989,Dead Bang,0,8125592.0,105.0,5.4,16.0,"['neo-nazi', 'colorado', 'suspense', 'los angeles']"
