,Id,Title,Production Companies
6555,9616,The Order,Twentieth Century Fox Film Corporation
6556,55015,Home Room,
6557,1415,Party Monster,
6558,31094,Taking Sides,
6559,11547,Cabin Fever,Lions Gate Films
6559,11547,Cabin Fever,Tonic Films
6559,11547,Cabin Fever,Down Home Entertainment
6559,11547,Cabin Fever,Cabin Pictures
6559,11547,Cabin Fever,Black Sky Entertainment
6560,7270,Matchstick Men,Saturn Films
6560,7270,Matchstick Men,Scott Free Productions
6560,7270,Matchstick Men,Rickshaw Productions
6560,7270,Matchstick Men,LivePlanet
6560,7270,Matchstick Men,ImageMovers
6561,1428,Once Upon a Time in Mexico,Columbia Pictures Corporation
6561,1428,Once Upon a Time in Mexico,Dimension Films
6562,17906,Dummy,Dummy Productions LLC
6563,153,Lost in Translation,
6564,33320,Millennium Actress,Bandai Visual Company
6564,33320,Millennium Actress,Madhouse
6564,33320,Millennium Actress,WoWow
6564,33320,Millennium Actress,Genco
6565,15136,So Close,Columbia Pictures Film Production Asia
6566,61054,Children Of The Night,
6567,4703,Daisy Miller,
6568,29507,Enlightenment Guaranteed,
6569,27590,Gotcha!,
6570,52734,Hard to Hold,
6571,14603,Kuffs,Universal Pictures
6571,14603,Kuffs,Dino de Laurentiis Communications
6571,14603,Kuffs,EvansGeon
6572,10617,Once Upon a Time in China,
6573,10618,Once Upon a Time in China II,
6574,10619,Once Upon a Time in China III,Golden Harvest Company
6575,11293,Paper Moon,Paramount Pictures
6575,11293,Paper Moon,Saticoy Productions
6576,36759,Sgt. Pepper's Lonely Hearts Club Band,Universal Pictures
6577,38960,A Song for Martin,
6578,19383,Targets,Paramount Pictures
6579,53650,The Ugly American,
6580,40775,The Bostonians,
6581,9584,Convoy,United Artists
6582,8408,Day of the Dead,Dead Films
6582,8408,Day of the Dead,Laurel Entertainment
6583,14030,"Hello, Dolly!",Twentieth Century Fox Film Corporation
6584,49685,I'm Going Home,
6585,2687,Memoirs of an Invisible Man,Regency Enterprises
6585,2687,Memoirs of an Invisible Man,Alcor Films
6586,16323,The Rose,
6587,39859,See No Evil,Columbia Pictures Corporation
6587,39859,See No Evil,Filmways Pictures
6588,41846,Super Sucker,
6589,74585,Indiscretion of an American Wife,Produzioni De Sica
6589,74585,Indiscretion of an American Wife,Produzione Films Vittorio De Sica
6590,23325,At War with the Army,
6591,16790,Bingo,
6592,31579,God Told Me To,
6593,40353,"I, Madman",
6594,23033,Jungle Book,
6595,19064,Once Bitten,
6596,34564,Shrimp on the Barbie,
6597,25241,Squirm,
6598,43041,The Adventures of Huckleberry Finn,
6599,28942,The Brood,Victor Solnicki Productions
6600,37025,The Prince and the Pauper,First National Pictures
6601,10739,Anything Else,DreamWorks SKG
6601,10739,Anything Else,Granada Film Productions
6602,12767,Cold Creek Manor,
6603,22309,The Fighting Temptations,
6604,13156,Secondhand Lions,
6605,277,Underworld,Lakeshore Entertainment
6605,277,Underworld,Laurinfilm
6605,277,Underworld,Subterranean Productions LLC
6606,9707,Bubba Ho-tep,MGM
6607,38244,Casa de los Babys,
6608,24488,Demonlover,Citizen Films
6608,24488,Demonlover,Cofimage
6608,24488,Demonlover,Elizabeth Films
6608,24488,Demonlover,Group Dataciné
6609,278813,Esmeraldero,
6610,20321,Close Your Eyes,Film Council
6610,20321,Close Your Eyes,BBC Films
6610,20321,Close Your Eyes,British Screen
6610,20321,Close Your Eyes,The Film Consortium
6611,36791,In This World,
6612,61401,Tibet: Cry of the Snow Lion,
6613,17614,Yossi & Jagger,Lama Films
6613,17614,Yossi & Jagger,Lama Productions
6614,7288,Duplex,Miramax Films
6615,10159,The Rundown,Columbia Pictures
6615,10159,The Rundown,Universal Pictures
6615,10159,The Rundown,Strike Entertainment
6615,10159,The Rundown,WWE Studios
6615,10159,The Rundown,Misher Films
6616,10934,Under the Tuscan Sun,Timnick Films
6616,10934,Under the Tuscan Sun,Blue Gardenia Productions
6616,10934,Under the Tuscan Sun,Touchstone Pictures
6617,287816,Camera Obscura,
6618,54243,Kart Racer,ApolloMedia Distribution
6619,5653,Luther,
6620,321,Mambo Italiano,
6621,20,My Life Without Me,El Deseo
6622,18113,National Lampoon Presents Dorm Daze,
6623,5168,To Be and to Have,
6624,9662,The Triplets of Belleville,Sony Pictures Classics
6624,9662,The Triplets of Belleville,Production Champion
6625,837,Videodrome,Universal Pictures
6625,837,Videodrome,Famous Players Ltd
6625,837,Videodrome,Guardian Trust Company
6626,20303,Life and Debt,
6627,19666,Lagaan: Once Upon a Time in India,
6628,821,Judgment at Nuremberg,United Artists
6629,41834,Journey of Hope,Channel Four Films
6629,41834,Journey of Hope,Eurimages
6629,41834,Journey of Hope,Condor Films
6629,41834,Journey of Hope,Antea Cinematografica
6629,41834,Journey of Hope,Catpics
6629,41834,Journey of Hope,Cinerent Filmequipment Service AG
6629,41834,Journey of Hope,Cineverde
6629,41834,Journey of Hope,Dewe Hellthaler
6630,37672,"Same Time, Next Year",
6631,1358,A Brief History of Time,Anglia Television
6631,1358,A Brief History of Time,National Broadcasting Company
6632,2200,Jacob the Liar,DEFA
6633,11475,Leningrad Cowboys Go America,
6634,776,The Rules of the Game,
6635,40440,The Song Remains the Same,
6636,16563,Seven Brides for Seven Brothers,
6637,11703,Kiss of the Spider Woman,
6638,891,All the President's Men,Wildwood Enterprises
6639,83714,Angie,Caravan Pictures
6640,12531,The Apartment,Cecchi Gori Group Tiger Cinematografica
6640,12531,The Apartment,IMA Productions
6641,10881,Avalon,Bandai Visual Company
6641,10881,Avalon,Nippon Herald Films
6641,10881,Avalon,Deiz Production
6642,11832,Babette's Feast,Det Danske Filminstitut
6642,11832,Babette's Feast,Nordisk Film
6643,51300,The Barber of Siberia,Studio Trite
6643,51300,The Barber of Siberia,Caméra One
6644,11806,Beethoven,Universal Pictures
6645,10438,Beethoven's 2nd,Universal Pictures
6646,36349,Black Moon Rising,New World Pictures
6647,650,Boyz n the Hood,
6648,10337,Bugsy,TriStar Pictures
6649,8446,Bugsy Malone,The Rank Organisation
6649,8446,Bugsy Malone,National Film Trustee Company
6649,8446,Bugsy Malone,Goodtimes Enterprises
6649,8446,Bugsy Malone,Bugsy Malone Productions
6650,42570,By the Sword,
6651,9874,Cobra,Cannon Group
6652,11477,Common Wealth,Vía Digital
6652,11477,Common Wealth,Lolafilms
6653,37753,Consenting Adults,Permut Presentations
6653,37753,Consenting Adults,Hollywood Pictures
6654,29161,Phenomena,
6655,21627,Crimewave,Columbia Pictures Corporation
6655,21627,Crimewave,Renaissance Pictures
6656,9501,Crying Freeman,
6657,49291,Time and Tide,
6658,4543,The Meaning of Life,Universal Pictures
6658,4543,The Meaning of Life,Celandine Films
6659,11046,Where Eagles Dare,Winkast Film Productions
6659,11046,Where Eagles Dare,Jerry Gershwin Productions
6660,11707,Tightrope,
6661,7442,Sleeping with the Enemy,
6662,14425,PCU,
6663,6723,The Rookie,Malpaso Productions
6664,13343,The Ghost & Mr. Chicken,
6665,16969,City Heat,Deliverance Productions
6666,11338,Into the Night,
6667,13339,Three O'Clock High,
6668,28761,White Hunter Black Heart,
6669,25237,Come and See,Mosfilm
6670,41780,A Rage in Harlem,Miramax Films
6671,9871,Ginger Snaps,
6672,33258,More American Graffiti,Lucasfilm
6673,71940,The Ballad of Little Jo,Fine Line Features
6673,71940,The Ballad of Little Jo,Polygram Filmed Entertainment
6674,26850,Under Suspicion,Columbia Pictures Corporation
6674,26850,Under Suspicion,The Rank Organisation Film Productions
6674,26850,Under Suspicion,Carnival Films
6675,70709,Ruby,Propaganda Films
6675,70709,Ruby,The Rank Organisation
6676,36855,The Reluctant Astronaut,
6677,20238,The Shakiest Gun in the West,
6678,33783,It's Pat,
6679,163549,Sunday in the Country,Impact Films
6680,47898,The Gun in Betty Lou's Handbag,Touchstone Pictures
6680,47898,The Gun in Betty Lou's Handbag,Interscope Communications
6681,19171,Sudden Fear,RKO Radio Pictures
6682,48345,Nobody's Baby,
6683,11364,Regarding Henry,
6684,38135,The Debut,
6685,55950,Wilder Napalm,TriStar Pictures
6686,39916,Contamination,Alex Cinematografica
6687,31634,The Amazing Transparent Man,
6688,43739,Love Affair,
6689,45203,Once in the Life,Shooting Gallery
6690,14874,Try Seventeen,Capital Arts Entertainment
6690,14874,Try Seventeen,Millennium Films
6691,32082,The Hospital,
6692,25269,Article 99,
6693,29449,Images,Columbia Pictures Corporation
6693,29449,Images,Hemdale Film
6694,37943,Eureka,JF Productions
6695,33633,Oleanna,Channel Four Films
6696,86763,Chattahoochee,
6697,78146,Tough Guys Don't Dance,Zoetrope Studios
6698,88641,There Goes My Baby,
6699,30315,Kingdom of the Spiders,
6700,13765,Scrooge,Cinema Center Films
6701,12772,Leap of Faith,
6702,47866,Gas Food Lodging,
6703,18900,In Cold Blood,Columbia Pictures Corporation
6704,73265,Campus Man,
6705,17744,The Bedford Incident,Columbia Pictures Corporation
6706,62124,Murderous Maids,
6707,3087,Yankee Doodle Dandy,
6708,14282,Ninja Scroll,
6709,11502,Knife in the Water,
6710,29451,The Devil and Daniel Webster,
6711,21219,Mobsters,
6712,116094,Charlotte Sometimes,
6713,2116,Out of Time,Original Film
6713,2116,Out of Time,Monarch Pictures
6714,1584,School of Rock,Paramount Pictures
6714,1584,School of Rock,Scott Rudin Productions
6714,1584,School of Rock,Nickelodeon Movies
6714,1584,School of Rock,NEW Century
6715,28236,Concert for George,
6716,40945,The Event,
6717,19555,9 Dead Gay Guys,
6718,2056,The Station Agent,Next Wednesday Productions
6719,4997,Wonderland,
6720,8439,Bus 174,
6721,322,Mystic River,Village Roadshow Pictures
6721,322,Mystic River,Malpaso Productions
6721,322,Mystic River,NPV Entertainment
6722,21765,Good Boy!,Jim Henson Pictures
6723,11059,House of the Dead,Brightlight Pictures
6723,11059,House of the Dead,Herold Productions
6724,11775,Intolerable Cruelty,Imagine Entertainment
6724,11775,Intolerable Cruelty,Universal Pictures
6724,11775,Intolerable Cruelty,Mike Zoss Productions
6725,24,Kill Bill: Vol. 1,Miramax Films
6725,24,Kill Bill: Vol. 1,A Band Apart
6726,54973,Dopamine,
6727,10930,The Flower of Evil,
6728,21059,Girls Will Be Girls,
6729,49475,Porn Theater,
6730,11329,Runaway Jury,Regency Enterprises
6730,11329,Runaway Jury,Epsilon Motion Pictures
6731,9373,The Texas Chainsaw Massacre,New Line Cinema
6731,9373,The Texas Chainsaw Massacre,Next Entertainment
6731,9373,The Texas Chainsaw Massacre,Platinum Dunes
6731,9373,The Texas Chainsaw Massacre,Focus Features
6731,9373,The Texas Chainsaw Massacre,Radar Pictures
6732,1550,Pieces of April,Kalkaska Productions
6733,5493,Returner,Fuji Television Network
6733,5493,Returner,Amuse Pictures
6734,28200,Sylvia,
6735,10629,Veronica Guerin,Jerry Bruckheimer Films
6736,10944,In the Cut,Pathe Productions
6737,9839,Beyond Borders,Mandalay Pictures
6737,9839,Beyond Borders,CP Medien AG
6737,9839,Beyond Borders,Camelot Pictures
6738,13920,Radio,Revolution Studios
6739,4256,Scary Movie 3,Dimension Films
6740,10009,Brother Bear,
6741,1807,Elephant,HBO Films
6742,33343,Gypsy 83,Staccato Films
6742,33343,Gypsy 83,Luna Pictures
6743,30141,The Singing Detective,Icon Productions
6743,30141,The Singing Detective,Haft Entertainment
6743,30141,The Singing Detective,Paramount Classics
6744,10536,The Italian Job,Paramount Pictures
6745,14157,Impulse,
6746,67809,Normal,Avenue Pictures Productions
6747,42044,Shoah,Ministère de la Culture de la Republique Française
6747,42044,Shoah,Les Films Aleph
6748,37922,Unconditional Love,
6749,1376,Sweet Sixteen,
6750,31397,Alien from L.A.,Cannon Group
6751,50374,Black Sunday,
6752,96171,Men of Respect,
6753,20312,Interstate 60,
6754,59809,Lipstick,Paramount Pictures
6755,135890,Storyville,
6756,64945,That was Then... This is Now,
6757,2348,Holy Matrimony,Hollywood Pictures
6757,2348,Holy Matrimony,Aurora Productions
6757,2348,Holy Matrimony,PolyGram Filmed Entertainment
6758,44591,The Black Scorpion,Amex Productions
6759,10389,The Eye,Mediacorp Raintree Pictures
6760,18979,Captain Kronos: Vampire Hunter,
6761,31206,The Jolson Story,
6762,28658,You'll Never Get Rich,
6763,3117,Frankenstein and the Monster from Hell,
6764,20684,Preaching to the Perverted,Cyclops Vision
6765,27450,Chicago Joe and the Showgirl,
6766,26643,The Magic Sword,
6767,62327,Promised Land,
6768,897,Aparajito,
6769,42522,The Hired Hand,Universal Pictures
6769,42522,The Hired Hand,Tartan Films
6770,11657,Le Cercle Rouge,Les Films Corona
6771,224,Man of Marble,Film Polski Film Agency
6772,27117,Sherlock Holmes and the Voice of Terror,
6773,50553,Sherlock Holmes Faces Death,
6774,44383,Sherlock Holmes in Washington,
6775,78331,The Solid Gold Cadillac,
6776,10922,The Human Stain,Miramax Films
6776,10922,The Human Stain,Lakeshore Entertainment
6776,10922,The Human Stain,Cinerenta Medienbeteiligungs KG
6776,10922,The Human Stain,Stone Village Pictures
6777,43708,"Die, Mommie, Die!",Aviator Films
6778,240177,Dirt,Kaleoscope Entertainment
6779,51707,Girlhood,
6780,30349,Mail Order Bride,
6781,13537,Shattered Glass,Lions Gate Films
6782,28446,Suspended Animation,
6783,605,The Matrix Revolutions,Village Roadshow Pictures
6783,605,The Matrix Revolutions,NPV Entertainment
6783,605,The Matrix Revolutions,Silver Pictures
6784,33222,The Revolution Will Not Be Televised,RTÉ
6784,33222,The Revolution Will Not Be Televised,Irish Film Board
6785,10719,Elf,New Line Cinema
6786,266741,Standard Time,Intrinsic Value Films
6787,23995,Billabong Odyssey,
6788,1277,Gloomy Sunday,Studio Hamburg Filmproduktion
6789,1836,In My Skin,
6790,292974,Just an American Boy,
6791,508,Love Actually,Universal Pictures
6791,508,Love Actually,DNA Films
6791,508,Love Actually,StudioCanal
6792,197563,Love Forbidden,
6793,11846,Father of the Bride,Sandollar Productions
6794,50314,My Architect,
6795,10715,Looney Tunes: Back in Action,Goldmann Pictures
6795,10715,Looney Tunes: Back in Action,Baltimore Spring Creek Productions
6796,8619,Master and Commander: The Far Side of the World,Universal Pictures
6796,8619,Master and Commander: The Far Side of the World,Twentieth Century Fox Film Corporation
6796,8619,Master and Commander: The Far Side of the World,Samuel Goldwyn Films
6797,21525,Tupac: Resurrection,Paramount Pictures
6798,14892,The Big Empty,North by Northwest Entertainment
6798,14892,The Big Empty,Echo Lake Entertainment
6799,12146,The Missing,Columbia Pictures
6799,12146,The Missing,Imagine Entertainment
6799,12146,The Missing,Revolution Studios
6800,10588,The Cat in the Hat,Imagine Entertainment
6800,10588,The Cat in the Hat,DreamWorks SKG
6801,4970,Gothika,Columbia Pictures Corporation
6801,4970,Gothika,Dark Castle Entertainment
6802,470,21 Grams,This Is That Productions
6802,470,21 Grams,Y Productions
6803,11042,The Barbarian Invasions,Pyrame Productions
6803,11042,The Barbarian Invasions,Téléfilm Canada
6803,11042,The Barbarian Invasions,The Harold Greenberg Fund
6803,11042,The Barbarian Invasions,Astral Films
6804,44708,Blue Gate Crossing,
6805,10147,Bad Santa,Columbia Pictures
6805,10147,Bad Santa,Triptych Pictures
6806,10756,The Haunted Mansion,Walt Disney Pictures
6806,10756,The Haunted Mansion,Gunn Films
6807,9562,Timeline,Paramount Pictures
6807,9562,Timeline,Mutual Film Company
6807,9562,Timeline,Cobalt Media Group
6808,36068,Marquis,Aligator Producciones
6809,11012,Damage,
6810,279714,OT: Our Town,
6811,30068,Devil's Playground,
6812,40913,Dance with a Stranger,Goldcrest Films International
6813,158413,Journeys with George,
6814,9556,Darkman,Universal Pictures
6815,13581,Dead of Night,
6816,1702,Death Machine,
6817,19184,The Last Battle,
6818,24203,Desk Set,
6819,9065,Europa,Det Danske Filminstitut
6819,9065,Europa,Eurimages
6820,44479,The Watermelon Woman,
6821,4823,Final Analysis,
6822,10168,The Freshman,
6823,10234,Funny Games,
6824,38939,Tales from the Crypt,Amicus Productions
6825,10952,New Jack City,
6826,14022,Slacker,
6827,860,WarGames,United Artists
6828,41521,Mr. Hobbs Takes a Vacation,
6829,48035,Ordet,
6830,5000,Forbidden Games,
6831,22744,Jane Eyre,
6832,17831,A Tale of Two Cities,
6833,780,The Passion of Joan of Arc,
6834,31510,Ben-Hur: A Tale of the Christ,
6835,234,The Cabinet of Dr. Caligari,
6836,899,Broken Blossoms,United Artists
6837,8289,Gorky Park,Orion Pictures
6838,11583,The First Great Train Robbery,United Artists
6839,11002,"Greystoke: The Legend of Tarzan, Lord of the Apes",
6840,6472,Guarding Tess,TriStar Pictures
6841,5143,Hannah and Her Sisters,
6842,11384,The Hard Way,Universal Pictures
6843,5227,Hercules in New York,
6844,8010,Highlander II: The Quickening,
6845,10410,Hoffa,Jersey Films
6846,47095,House of Cards,Penta Pictures
6847,10407,Housesitter,Universal Pictures
6848,9292,Hudson Hawk,TriStar Pictures
6849,11850,Invasion of the Body Snatchers,United Artists
6850,48745,Mindwalk,Mindwalk
6851,2297,Kafka,Renn Productions
6851,2297,Kafka,Pricel
6852,951,Kindergarten Cop,Imagine Entertainment
6853,10804,King Ralph,
6854,5765,Knight Moves,
6855,9319,The Last Boy Scout,Geffen Pictures
6855,9319,The Last Boy Scout,Silver Pictures
6856,1643,Last Tango in Paris,United Artists
6856,1643,Last Tango in Paris,Les Productions Artistes Associés
6857,2007,Lorenzo's Oil,
6858,10995,The Lover,Renn Productions
6858,10995,The Lover,films A2
6858,10995,The Lover,Timothy Burrill Productions
6859,8047,Matador,
6860,2612,Mr. Destiny,
6861,3112,The Night of the Hunter,United Artists
6862,10413,Nowhere to Run,
6863,2611,Only the Lonely,Twentieth Century Fox Film Corporation
6864,1825,Over the Top,Cannon Group
6865,10538,Passenger 57,
6866,11092,Presumed Innocent,Mirage Enterprises
6867,18410,Project X,20th Century Fox
6867,18410,Project X,Amercent Films
6868,14904,Proof,The Australian Film Commission
6868,14904,Proof,Film Victoria
6869,19065,Pure Luck,Universal Pictures
6869,19065,Pure Luck,Silver Lion Films
6870,3176,Battle Royale,GAGA
6870,3176,Battle Royale,WoWow
6870,3176,Battle Royale,AM Associates
6871,9261,The Wedding Banquet,Ang Lee Productions
6872,5336,"Salò, or the 120 Days of Sodom",United Artists
6872,5336,"Salò, or the 120 Days of Sodom",Les Productions Artistes Associés
6873,23908,A Midnight Clear,Beacon Communications
6874,14671,Summer School,
6875,11509,Silverado,
6876,10729,Quick Change,
6877,29437,Rabid,Cinépix
6877,29437,Rabid,The Dilbar Syndicate
6878,20763,Radio Flyer,Columbia Pictures
6878,20763,Radio Flyer,Stonebrge Entertainment
6879,2047,The Real McCoy,
6880,14249,Revenge,Columbia Pictures
6881,10021,The Secret of My Success,
6882,11634,Show Me Love,Det Danske Filminstitut
6882,11634,Show Me Love,Memfis Film
6883,14746,Streets of Fire,
6884,11824,Teen Wolf,
6885,8222,High Heels,
6886,20067,Things You Can Tell Just by Looking at Her,Franchise Pictures
6887,12395,Thunderheart,
6888,9846,To Live and Die in L.A.,United Artists
6888,9846,To Live and Die in L.A.,SLM Production Group
6889,23719,Trapped in Paradise,Twentieth Century Fox Film Corporation
6890,11986,Betty Blue,Gaumont
6891,1626,Vivre Sa Vie,Pathé Consortium Cinéma
6891,1626,Vivre Sa Vie,Les Films de la Pléiade
6892,483,Wild at Heart,
6893,10166,The Witches,Lorimar Film Entertainment
6894,6069,The Witches of Eastwick,Kennedy Miller Productions
6895,11018,Year of the Dragon,
6896,11676,Nothing to Lose,
6897,28293,Flying Down to Rio,
6898,28292,Follow the Fleet,
6899,3681,What's New Pussycat?,
6900,43875,Mary of Scotland,
6901,31798,Roberta,
6902,43436,Little Women,
6903,20325,Swing Time,
6904,17687,The Public Enemy,
6905,19075,A Midsummer Night's Dream,
6906,41465,Life with Father,
6907,17641,National Velvet,
6908,12545,Jesus Christ Superstar,
6909,27972,Dark Victory,
6910,898,Birdman of Alcatraz,
6911,2000,Aguirre: The Wrath of God,Werner Herzog Filmproduktion
6912,648,Beauty and the Beast,
6913,618,The Birth of a Nation,
6914,44162,The Blue Kite,
6915,19120,Juliet of the Spirits,Francoriz Production
6916,4024,Last Year at Marienbad,Silver Films
6916,4024,Last Year at Marienbad,Cormoran Films
6916,4024,Last Year at Marienbad,Argos Films
6916,4024,Last Year at Marienbad,Cineriz
6916,4024,Last Year at Marienbad,Terra Film
6917,11316,The Tragedy of Macbeth,Playboy Productions
6918,3089,Red River,United Artists
6918,3089,Red River,Monterey Productions
6919,29845,A Woman Under the Influence,
6920,995,Stagecoach,
6921,1594,A Shot in the Dark,United Artists
6922,32318,The Navigator,
6923,11839,The Court Jester,Paramount Pictures
6924,916,Bullitt,Solar Productions
6925,31509,Way Down East,
6926,1976,Jezebel,
6927,31685,The Hunchback of Notre Dame,
6928,3062,42nd Street,
6929,34456,I'm No Angel,
6930,12708,That Touch of Mink,Universal Pictures
6931,42045,Sweet Dreams,Silver Screen Partners
6931,42045,Sweet Dreams,TriStar Pictures
6932,11610,"Play It Again, Sam",
6933,4939,Send Me No Flowers,
6934,25016,Pygmalion,
6935,15927,A Passage to India,Columbia Pictures
6935,15927,A Passage to India,Thorn EMI Screen Entertainment
6936,40423,Black Orpheus,Dispat Films
6936,40423,Black Orpheus,Gemma
6937,7857,Amarcord,PECF
6938,79,Hero,
6939,13912,Horse Feathers,
6940,70881,Anna Karenina,
6941,987,The Front Page,
6942,65869,Attraction,Capital Arts Entertainment
6943,37749,Looking for Mr. Goodbar,
6944,30140,Rivers and Tides,
6945,33302,The Girl from Paris,Procirep
6945,33302,The Girl from Paris,StudioCanal
6945,33302,The Girl from Paris,Mars Films
6945,33302,The Girl from Paris,Cofimage 12
6945,33302,The Girl from Paris,Artémis Productions
6946,46932,Seven Days to Noon,
6947,81,Nausicaä of the Valley of the Wind,
6948,70423,CrissCross,
6949,11821,Doc Hollywood,
6950,10023,Dragnet,
6951,51036,MadHouse,
6952,11519,1941,Columbia Pictures
6952,11519,1941,Universal Pictures
6953,72087,A Shot at Glory,
6954,42238,Black and White in Color,Reggane Films
6955,15659,Foul Play,Paramount Pictures
6956,18857,Crime Story,
6957,33517,Beyond the Clouds,
6958,27425,Blind Beast,Daiei Studios
6959,38953,Ryan's Daughter,
6960,74544,Accident,
6961,41785,Cabeza de Vaca,
6962,42740,The Collector,Columbia Pictures Corporation
6963,20126,Deep Red,Rizzoli Films
6964,827,Diabolique,Véra Films
6964,827,Diabolique,Janus Films
6965,11811,Leprechaun,
6966,20043,Royal Space Force - The Wings Of Honneamise,
6967,16814,Crazy People,Paramount Pictures
6968,4368,Dark Wolf,
6969,25431,Adam's Rib,
6970,17685,King of Hearts,
6971,2742,Naked Lunch,Téléfilm Canada
6971,2742,Naked Lunch,Naked Lunch Productions
6971,2742,Naked Lunch,Ontario Film Development Corporation
6971,2742,Naked Lunch,Nippon Film Development and Finance
6972,22010,Grass,
6973,51145,Spring Forward,
6974,32040,The Killing of a Chinese Bookie,Faces Distribution
6975,48129,Run,Hollywood Pictures
6976,3596,Things to Come,
6977,120637,Queen of Hearts,
6978,24134,Darling,Vic Films Productions
6979,18904,A Summer Place,
6980,37719,A Night at the Opera,
6981,47364,Metalstorm: The Destruction of Jared-Syn,
6982,9063,The Element of Crime,
6983,1818,Shoot the Piano Player,
6984,255,Stolen Kisses,Les Films du Carrosse
6985,10744,The Cooler,ContentFilm
6986,83505,El Bonaerense,
6987,10511,In America,
6988,180399,The Legend of Leigh Bowery,Arte
6988,180399,The Legend of Leigh Bowery,Atlas Films
6989,22289,My Flesh and Blood,
6990,10028,Honey,Universal Pictures
6990,10028,Honey,Marc Platt Productions
6991,616,The Last Samurai,Radar Pictures
6992,288953,Forget Baghdad: Jews and Arabs - The Iraqi Connection,
6993,96393,What Alice Found,
6994,587,Big Fish,Columbia Pictures
6994,587,Big Fish,The Zanuck Company
6995,21542,Love Don't Cost a Thing,Alcon Entertainment
6996,6964,Something's Gotta Give,Columbia Pictures Corporation
6996,6964,Something's Gotta Give,Waverly Films
6997,1792,Stuck on You,Twentieth Century Fox Film Corporation
6998,3635,Girl with a Pearl Earring,Wild Bear Films
6998,3635,Girl with a Pearl Earring,Archer Street Productions
6999,41488,The Statement,Sony Pictures Classics
6999,41488,The Statement,BBC Films
6999,41488,The Statement,Serendipity Point Films
6999,41488,The Statement,Téléfilm Canada
6999,41488,The Statement,Odessa Films
6999,41488,The Statement,Movision
6999,41488,The Statement,Astral Media
6999,41488,The Statement,Corus Entertainment
7000,122,The Lord of the Rings: The Return of the King,WingNut Films
7001,11820,Mona Lisa Smile,Columbia Pictures
7002,8696,Calendar Girls,Harbour Pictures
7003,12698,The Fog of War,Sony Pictures Classics
7003,12698,The Fog of War,SenArt Films
7004,19187,The Hebrew Hammer,ContentFilm
7005,11093,House of Sand and Fog,DreamWorks SKG
7005,11093,House of Sand and Fog,Cobalt Media Group
7006,47952,Two Men Went To War,
7007,504,Monster,
7008,11007,Cheaper by the Dozen,Twentieth Century Fox Film Corporation
7009,2289,Cold Mountain,Miramax Films
7009,2289,Cold Mountain,Mirage Enterprises
7009,2289,Cold Mountain,Castel Film Romania
7009,2289,Cold Mountain,Bona Fe Productions
7010,9620,Paycheck,Paramount Pictures
7010,9620,Paycheck,DreamWorks SKG
7010,9620,Paycheck,Davis Entertainment
7010,9620,Paycheck,Lion Rock Productions
7010,9620,Paycheck,Province of British Columbia Film Incentive BC
7011,10601,Peter Pan,Columbia Pictures
7011,10601,Peter Pan,Universal Pictures
7011,10601,Peter Pan,Revolution Studios
7012,52036,The Company,
7013,42418,Young Black Stallion,
7014,13433,Japanese Story,Fortissimo Films
7015,35712,Secret Things,Centre National de la Cinématographie
7015,35712,Secret Things,La Sorcière Rouge
7016,14844,Chasing Liberty,Alcon Entertainment
7016,14844,Chasing Liberty,ETIC Films
7016,14844,Chasing Liberty,Trademark Films
7017,26710,My Baby's Daddy,
7018,37088,Aileen: Life and Death of a Serial Killer,
7019,31026,Distant,NBC Film
7020,5966,Along Came Polly,Jersey Films
7021,24034,Teacher's Pet,Walt Disney Pictures
7022,10718,Torque,Village Roadshow Pictures
7022,10718,Torque,Original Film
7023,40427,Crimson Gold,
7024,14757,Osama,Hubert Bals Fund
7024,14757,Osama,NHK
7024,14757,Osama,LeBrocquy Fraser Productions
7025,11034,The Great Gatsby,
7026,25095,Wuthering Heights,
7027,26983,Odds Against Tomorrow,
7028,30080,Ship of Fools,
7029,52867,Lord Love a Duck,
7030,42599,There's a Girl in My Soup,Frankovich Productions
7030,42599,There's a Girl in My Soup,Charter Film Productions
7031,65012,This Property Is Condemned,Paramount Pictures
7032,44801,Real Men,United Artists
7033,27465,Once Upon a Crime,Ascot Film
7034,83726,Beyond Therapy,
7035,24782,Buster,NFH Productions
7035,24782,Buster,The Movie Group
7036,31395,"Car 54, Where Are You?",
7037,131313,Jane Eyre,
7038,34151,Blame It on the Bellboy,
7039,15797,Only the Strong,Davis Films
7040,9548,The Adventures of Ford Fairlane,Twentieth Century Fox Film Corporation
7041,1937,Bonjour Tristesse,
7042,26712,The Enforcer,
7043,1882,The Men,
7044,70627,Ransom,
7045,17258,The Pick-up Artist,Twentieth Century Fox Film Corporation
7045,17258,The Pick-up Artist,Amercent Films
7046,34681,Melvin Goes to Dinner,
7047,118910,The Court-Martial of Billy Mitchell,
7048,6277,Crime Spree,Bac Films
7048,6277,Crime Spree,GFT Entertainment
7048,6277,Crime Spree,Studio Eight Productions
7049,11429,Beyond Re-Animator,Vía Digital
7049,11429,Beyond Re-Animator,Filmax
7049,11429,Beyond Re-Animator,Castelao Producciones
7050,47072,Final Cut,
7051,33642,Hells Angels on Wheels,
7052,14815,The Wind and the Lion,
7053,427,Mon oncle,Gray Film
7053,427,Mon oncle,Gaumont Distribution
7053,427,Mon oncle,Alter Films
7053,427,Mon oncle,Specta Films
