,Id,Title,Genres
701,922,Dead Man,Western
702,11876,The Horseman on the Roof,War
702,11876,The Horseman on the Roof,Adventure
702,11876,The Horseman on the Roof,Drama
702,11876,The Horseman on the Roof,Romance
703,52633,Switchblade Sisters,Action
703,52633,Switchblade Sisters,Crime
703,52633,Switchblade Sisters,Drama
704,62364,Mouth to Mouth,Comedy
704,62364,Mouth to Mouth,Foreign
705,11687,The Visitors,Fantasy
705,11687,The Visitors,Comedy
706,9304,Multiplicity,Comedy
706,9304,Multiplicity,Fantasy
707,73183,"The Haunted World of Edward D. Wood, Jr.",Documentary
708,131232,Two Friends,Drama
708,131232,Two Friends,Foreign
709,9100,The Craft,Drama
709,9100,The Craft,Fantasy
709,9100,The Craft,Horror
709,9100,The Craft,Thriller
710,20759,The Great White Hype,Comedy
710,20759,The Great White Hype,Drama
711,46063,Last Dance,Drama
711,46063,Last Dance,Thriller
712,365371,War Stories Our Mother Never Told Us,
713,32513,Cold Comfort Farm,Comedy
713,32513,Cold Comfort Farm,Drama
713,32513,Cold Comfort Farm,Romance
714,40651,"Institute Benjamenta, or This Dream People Call Human Life",Animation
714,40651,"Institute Benjamenta, or This Dream People Call Human Life",Drama
715,36915,Heaven's Prisoners,Drama
715,36915,Heaven's Prisoners,Mystery
715,36915,Heaven's Prisoners,Thriller
716,40507,Original Gangstas,Action
716,40507,Original Gangstas,Drama
716,40507,Original Gangstas,Crime
716,40507,Original Gangstas,Thriller
717,9802,The Rock,Action
717,9802,The Rock,Adventure
717,9802,The Rock,Thriller
718,25697,Getting Away with Murder,Comedy
719,21588,Cemetery Man,Fantasy
719,21588,Cemetery Man,Drama
719,21588,Cemetery Man,Horror
719,21588,Cemetery Man,Comedy
720,664,Twister,Action
720,664,Twister,Adventure
720,664,Twister,Drama
721,11867,Barb Wire,Action
722,47119,Le Garçu,Drama
723,314352,Honeymoon,Comedy
724,9323,Ghost in the Shell,Action
724,9323,Ghost in the Shell,Animation
725,10280,Thinner,Horror
725,10280,Thinner,Thriller
726,10535,Spy Hard,Action
726,10535,Spy Hard,Comedy
727,124613,Brothers in Trouble,Comedy
727,124613,Brothers in Trouble,Drama
728,532,A Close Shave,Family
728,532,A Close Shave,Animation
728,532,A Close Shave,Comedy
729,26744,Force of Evil,Drama
729,26744,Force of Evil,Action
729,26744,Force of Evil,Crime
730,16299,The Stupids,Comedy
730,16299,The Stupids,Family
731,10547,The Arrival,Action
731,10547,The Arrival,Mystery
731,10547,The Arrival,Thriller
732,245268,The Man from Down Under,Drama
732,245268,The Man from Down Under,War
733,935,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Drama
733,935,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Comedy
733,935,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,War
734,55613,Careful,Horror
734,55613,Careful,Comedy
734,55613,Careful,Drama
734,55613,Careful,Fantasy
735,215107,Vermont Is for Lovers,
736,41007,A Month by the Lake,Comedy
736,41007,A Month by the Lake,Drama
736,41007,A Month by the Lake,Romance
737,35645,Gold Diggers: The Secret of Bear Mountain,Drama
738,110465,Kim,Family
738,110465,Kim,Adventure
739,255546,Carmen Miranda: Bananas Is My Business,Documentary
740,40751,Ashes of Time,Drama
740,40751,Ashes of Time,Action
741,275096,The Jar,
742,85778,Maya Lin: A Strong Clear Vision,Documentary
743,11101,Stalingrad,Drama
743,11101,Stalingrad,History
743,11101,Stalingrad,War
744,9826,The Phantom,Adventure
744,9826,The Phantom,Action
745,9879,Striptease,Drama
745,9879,Striptease,Thriller
745,9879,Striptease,Crime
746,63564,The Last of the High Kings,Drama
746,63564,The Last of the High Kings,Comedy
747,22621,Heavy,Drama
747,22621,Heavy,Romance
748,7095,Jack,Comedy
748,7095,Jack,Drama
749,26890,I Shot Andy Warhol,Drama
750,46732,The Grass Harp,Comedy
750,46732,The Grass Harp,Drama
750,46732,The Grass Harp,Family
751,124633,Someone Else's America,Drama
752,202425,Life is Rosy,Music
752,202425,Life is Rosy,Romance
753,196940,Quartier Mozart,
754,77771,Touki Bouki,Drama
754,77771,Touki Bouki,Romance
755,181083,God's Gift,Drama
756,41225,Spirits of the Dead,Drama
756,41225,Spirits of the Dead,Mystery
756,41225,Spirits of the Dead,Horror
757,188589,Babyfever,
758,87190,Pharaoh's  Army,Western
758,87190,Pharaoh's  Army,Drama
758,87190,Pharaoh's  Army,War
759,627,Trainspotting,Drama
759,627,Trainspotting,Crime
760,32872,Til There Was You,Comedy
760,32872,Til There Was You,Romance
761,602,Independence Day,Action
761,602,Independence Day,Adventure
762,14553,Stealing Beauty,Drama
762,14553,Stealing Beauty,Romance
763,9566,The Fan,Drama
763,9566,The Fan,Mystery
763,9566,The Fan,Thriller
764,10545,The Hunchback of Notre Dame,Drama
764,10545,The Hunchback of Notre Dame,Animation
764,10545,The Hunchback of Notre Dame,Family
765,9894,The Cable Guy,Comedy
765,9894,The Cable Guy,Drama
765,9894,The Cable Guy,Thriller
766,11543,Kingpin,Comedy
767,9268,Eraser,Action
767,9268,Eraser,Drama
767,9268,Eraser,Mystery
767,9268,Eraser,Thriller
768,52059,The Gate of Heavenly Peace,Documentary
769,9327,The Nutty Professor,Fantasy
769,9327,The Nutty Professor,Comedy
769,9327,The Nutty Professor,Romance
770,123763,"I, the Worst of All",Drama
770,123763,"I, the Worst of All",Foreign
771,81949,An Unforgettable Summer,Drama
771,81949,An Unforgettable Summer,Romance
771,81949,An Unforgettable Summer,War
772,42005,A Hungarian Fairy Tale,
773,124306,My Life and Times With Antonin Artaud,
774,183955,Midnight Dancers,
775,44535,Somebody to Love,Comedy
775,44535,Somebody to Love,Drama
776,44495,A Very Natural Thing,Drama
777,78285,The Old Lady Who Walked in the Sea,Comedy
778,11228,Daylight,Action
778,11228,Daylight,Adventure
778,11228,Daylight,Thriller
779,10779,The Frighteners,Horror
779,10779,The Frighteners,Comedy
780,26748,Lone Star,Drama
780,26748,Lone Star,Mystery
780,26748,Lone Star,Romance
781,38223,Harriet the Spy,Comedy
781,38223,Harriet the Spy,Drama
781,38223,Harriet the Spy,Family
782,9294,Phenomenon,Drama
782,9294,Phenomenon,Fantasy
782,9294,Phenomenon,Romance
783,49963,Walking and Talking,Comedy
783,49963,Walking and Talking,Drama
783,49963,Walking and Talking,Romance
784,11363,She's the One,Comedy
784,11363,She's the One,Romance
785,1645,A Time to Kill,Crime
785,1645,A Time to Kill,Drama
785,1645,A Time to Kill,Thriller
786,31546,American Buffalo,Drama
787,77056,Rendezvous in Paris,Romance
787,77056,Rendezvous in Paris,Comedy
788,36344,Alaska,Adventure
789,18550,Fled,Action
789,18550,Fled,Comedy
789,18550,Fled,Thriller
790,11511,Kazaam,Fantasy
790,11511,Kazaam,Comedy
790,11511,Kazaam,Family
791,172198,Magic Hunter,
792,34170,Larger Than Life,Family
792,34170,Larger Than Life,Comedy
793,281085,A Boy Called Hate,
794,109478,Power 98,Action
794,109478,Power 98,Mystery
794,109478,Power 98,Thriller
795,124645,Two Deaths,War
795,124645,Two Deaths,Drama
796,12606,A Very Brady Sequel,Comedy
797,69895,Stefano Quantestorie,Comedy
798,35206,Death in the Garden,Adventure
798,35206,Death in the Garden,Drama
799,151489,Hedd Wyn,War
799,151489,Hedd Wyn,Drama
800,4837,La Collectionneuse,Drama
800,4837,La Collectionneuse,Comedy
800,4837,La Collectionneuse,Romance
801,12632,Kaspar Hauser,Drama
801,12632,Kaspar Hauser,Foreign
802,9098,Regular Guys,Comedy
802,9098,Regular Guys,Foreign
803,282919,Diebinnen,Drama
804,124614,The Convent,Thriller
805,18975,The Adventures of Pinocchio,Animation
805,18975,The Adventures of Pinocchio,Family
805,18975,The Adventures of Pinocchio,Fantasy
806,11962,Joe's Apartment,Fantasy
806,11962,Joe's Apartment,Comedy
806,11962,Joe's Apartment,Music
807,2925,The First Wives Club,Comedy
808,28628,Stonewall,Romance
808,28628,Stonewall,Drama
808,28628,Stonewall,Comedy
809,3595,Ransom,Action
809,3595,Ransom,Thriller
810,9308,High School High,Comedy
811,92381,Phat Beach,Comedy
812,18555,Foxfire,Action
812,18555,Foxfire,Drama
812,18555,Foxfire,Thriller
813,12123,Chain Reaction,Action
813,12123,Chain Reaction,Drama
813,12123,Chain Reaction,Thriller
814,10830,Matilda,Comedy
814,10830,Matilda,Family
814,10830,Matilda,Fantasy
815,3573,Emma,Drama
815,3573,Emma,Comedy
815,3573,Emma,Romance
816,10546,The Crow: City of Angels,Action
816,10546,The Crow: City of Angels,Fantasy
816,10546,The Crow: City of Angels,Thriller
817,18862,House Arrest,Comedy
817,18862,House Arrest,Family
818,31417,Eyes Without a Face,Drama
818,31417,Eyes Without a Face,Horror
818,31417,Eyes Without a Face,Thriller
819,9431,Bordello of Blood,Horror
819,9431,Bordello of Blood,Comedy
820,124619,Lotto Land,Drama
821,297645,The Story of Xinghua,
822,48144,The Day the Sun Turned Cold,
823,46986,Flirt,Drama
823,46986,Flirt,Romance
824,144982,The Big Squeeze,Drama
825,47907,The Spitfire Grill,Comedy
825,47907,The Spitfire Grill,Drama
826,10061,Escape from L.A.,Action
826,10061,Escape from L.A.,Adventure
826,10061,Escape from L.A.,Thriller
827,36266,Cyclo,Crime
827,36266,Cyclo,Drama
828,549,Basquiat,Drama
828,549,Basquiat,History
829,10478,Tin Cup,Comedy
829,10478,Tin Cup,Drama
829,10478,Tin Cup,Romance
830,66634,Dingo,Drama
830,66634,Dingo,Music
831,116690,The Ballad of Narayama,Drama
832,213917,Every Other Weekend,Drama
833,145925,Mille bolle blu,
834,100914,Crows and Sparrows,
835,238,The Godfather,Drama
835,238,The Godfather,Crime
836,159,Maybe... Maybe Not,Comedy
836,159,Maybe... Maybe Not,Drama
837,11134,Police Story 3: Supercop,Action
837,11134,Police Story 3: Supercop,Crime
837,11134,Police Story 3: Supercop,Thriller
838,88224,Manny & Lo,Drama
838,88224,Manny & Lo,Comedy
839,132641,Wife,Drama
840,132641,Wife,Drama
841,42758,Small Faces,
842,9303,Bound,Crime
842,9303,Bound,Drama
842,9303,Bound,Romance
842,9303,Bound,Thriller
843,23945,Carpool,Comedy
843,23945,Carpool,Family
844,37820,Death in Brunswick,Drama
845,22479,Kansas City,Thriller
845,22479,Kansas City,Drama
845,22479,Kansas City,Music
845,22479,Kansas City,Crime
846,9054,Gone Fishin',Comedy
846,9054,Gone Fishin',Family
847,241058,Lover's Knot,Romance
847,241058,Lover's Knot,Comedy
848,11985,Vive L'Amour,Drama
849,10232,Shadow of Angels,Drama
850,59569,Killer: A Journal of Murder,Drama
851,410921,Nothing to Lose,Action
851,410921,Nothing to Lose,Crime
851,410921,Nothing to Lose,Drama
852,38955,Project S,Action
852,38955,Project S,Adventure
852,38955,Project S,Crime
853,110513,Girls Town,Comedy
853,110513,Girls Town,Drama
854,114089,Bye-Bye,Drama
855,11015,The Relic,Horror
855,11015,The Relic,Mystery
855,11015,The Relic,Thriller
856,9306,The Island of Dr. Moreau,Fantasy
856,9306,The Island of Dr. Moreau,Horror
857,12559,First Kid,Comedy
857,12559,First Kid,Family
858,58770,The Trigger Effect,Drama
858,58770,The Trigger Effect,Thriller
859,124851,Sweet Nothing,
860,3587,Bogus,Fantasy
860,3587,Bogus,Comedy
860,3587,Bogus,Family
861,10723,Bulletproof,Action
861,10723,Bulletproof,Adventure
861,10723,Bulletproof,Comedy
861,10723,Bulletproof,Thriller
862,56077,Talk of Angels,Drama
862,56077,Talk of Angels,Romance
862,56077,Talk of Angels,War
863,19004,The Land Before Time III: The Time of the Great Giving,Animation
863,19004,The Land Before Time III: The Time of the Great Giving,Adventure
863,19004,The Land Before Time III: The Time of the Great Giving,Family
864,101230,1-900,
865,253632,Baton Rouge,Thriller
866,10987,Halloween: The Curse of Michael Myers,Horror
866,10987,Halloween: The Curse of Michael Myers,Thriller
867,44705,Twelfth Night,Drama
867,44705,Twelfth Night,Comedy
867,44705,Twelfth Night,Romance
868,20318,Mother Night,Drama
868,20318,Mother Night,History
869,43596,Liebelei,Drama
869,43596,Liebelei,Romance
870,26933,Wild Reeds,Drama
870,26933,Wild Reeds,Romance
871,27854,For Whom the Bell Tolls,Drama
871,27854,For Whom the Bell Tolls,History
871,27854,For Whom the Bell Tolls,Romance
871,27854,For Whom the Bell Tolls,Thriller
872,981,The Philadelphia Story,Comedy
872,981,The Philadelphia Story,Romance
873,872,Singin' in the Rain,Comedy
873,872,Singin' in the Rain,Music
873,872,Singin' in the Rain,Romance
874,2769,An American in Paris,Drama
874,2769,An American in Paris,Comedy
874,2769,An American in Paris,Music
874,2769,An American in Paris,Romance
875,13320,Funny Face,Music
875,13320,Funny Face,Comedy
875,13320,Funny Face,Romance
876,164,Breakfast at Tiffany's,Comedy
876,164,Breakfast at Tiffany's,Drama
876,164,Breakfast at Tiffany's,Romance
877,426,Vertigo,Mystery
877,426,Vertigo,Romance
877,426,Vertigo,Thriller
878,567,Rear Window,Drama
878,567,Rear Window,Mystery
878,567,Rear Window,Thriller
879,3078,It Happened One Night,Comedy
879,3078,It Happened One Night,Romance
880,13528,Gaslight,Drama
880,13528,Gaslight,Mystery
880,13528,Gaslight,Thriller
880,13528,Gaslight,Crime
881,28288,The Gay Divorcee,Comedy
881,28288,The Gay Divorcee,Music
881,28288,The Gay Divorcee,Romance
882,213,North by Northwest,Mystery
882,213,North by Northwest,Thriller
883,284,The Apartment,Comedy
883,284,The Apartment,Drama
883,284,The Apartment,Romance
884,239,Some Like It Hot,Comedy
884,239,Some Like It Hot,Romance
885,4808,Charade,Comedy
885,4808,Charade,Mystery
885,4808,Charade,Romance
885,4808,Charade,Thriller
886,289,Casablanca,Drama
886,289,Casablanca,Romance
887,963,The Maltese Falcon,Mystery
887,963,The Maltese Falcon,Crime
887,963,The Maltese Falcon,Thriller
888,11113,My Fair Lady,Drama
888,11113,My Fair Lady,Family
888,11113,My Fair Lady,Music
888,11113,My Fair Lady,Romance
889,6620,Sabrina,Comedy
889,6620,Sabrina,Drama
889,6620,Sabrina,Romance
890,804,Roman Holiday,Comedy
890,804,Roman Holiday,Romance
891,26531,The Little Princess,Drama
891,26531,The Little Princess,Comedy
891,26531,The Little Princess,Family
892,909,Meet Me in St. Louis,Comedy
892,909,Meet Me in St. Louis,Music
892,909,Meet Me in St. Louis,Romance
893,630,The Wizard of Oz,Adventure
893,630,The Wizard of Oz,Family
893,630,The Wizard of Oz,Fantasy
894,770,Gone with the Wind,Drama
894,770,Gone with the Wind,Romance
894,770,Gone with the Wind,War
895,31044,My Favorite Year,Comedy
895,31044,My Favorite Year,Drama
896,599,Sunset Boulevard,Drama
897,15,Citizen Kane,Mystery
897,15,Citizen Kane,Drama
898,62,2001: A Space Odyssey,Mystery
898,62,2001: A Space Odyssey,Adventure
899,121357,Golden Earrings,Adventure
899,121357,Golden Earrings,Romance
900,705,All About Eve,Drama
901,22490,The Women,Comedy
901,22490,The Women,Drama
902,223,Rebecca,Drama
902,223,Rebecca,Mystery
903,25670,Foreign Correspondent,Mystery
903,25670,Foreign Correspondent,Thriller
903,25670,Foreign Correspondent,War
904,303,Notorious,Thriller
904,303,Notorious,Drama
904,303,Notorious,Romance
905,4174,Spellbound,Drama
905,4174,Spellbound,Mystery
905,4174,Spellbound,Thriller
906,8356,An Affair to Remember,Drama
906,8356,An Affair to Remember,Romance
907,381,To Catch a Thief,Crime
907,381,To Catch a Thief,Drama
907,381,To Catch a Thief,Mystery
907,381,To Catch a Thief,Romance
907,381,To Catch a Thief,Thriller
908,20758,Father of the Bride,Comedy
908,20758,Father of the Bride,Drama
908,20758,Father of the Bride,Family
908,20758,Father of the Bride,Romance
909,29376,The Band Wagon,Comedy
909,29376,The Band Wagon,Music
910,1859,Ninotchka,Comedy
910,1859,Ninotchka,Romance
911,18299,Love in the Afternoon,Comedy
911,18299,Love in the Afternoon,Drama
911,18299,Love in the Afternoon,Romance
912,17281,Gigi,Comedy
912,17281,Gigi,Music
912,17281,Gigi,Romance
913,64382,The Reluctant Debutante,Comedy
913,64382,The Reluctant Debutante,Romance
914,10907,The Adventures of Robin Hood,Action
914,10907,The Adventures of Robin Hood,Adventure
914,10907,The Adventures of Robin Hood,Romance
915,32093,The Mark of Zorro,Action
915,32093,The Mark of Zorro,Adventure
915,32093,The Mark of Zorro,Drama
915,32093,The Mark of Zorro,Romance
915,32093,The Mark of Zorro,Western
916,1939,Laura,Drama
916,1939,Laura,Mystery
917,22292,The Ghost and Mrs. Muir,Fantasy
917,22292,The Ghost and Mrs. Muir,Romance
917,22292,The Ghost and Mrs. Muir,Mystery
918,3598,Lost Horizon,Adventure
918,3598,Lost Horizon,Fantasy
918,3598,Lost Horizon,Drama
918,3598,Lost Horizon,Mystery
919,3080,Top Hat,Comedy
919,3080,Top Hat,Music
919,3080,Top Hat,Romance
920,198,To Be or Not to Be,Comedy
920,198,To Be or Not to Be,War
921,13562,My Man Godfrey,Comedy
921,13562,My Man Godfrey,Romance
922,1712,Giant,Action
922,1712,Giant,Drama
922,1712,Giant,Western
923,220,East of Eden,Drama
924,3529,The Thin Man,Comedy
924,3529,The Thin Man,Crime
924,3529,The Thin Man,Mystery
925,3085,His Girl Friday,Comedy
925,3085,His Girl Friday,Drama
926,2897,Around the World in Eighty Days,Adventure
926,2897,Around the World in Eighty Days,Comedy
926,2897,Around the World in Eighty Days,Family
926,2897,Around the World in Eighty Days,Fantasy
926,2897,Around the World in Eighty Days,Romance
927,1585,It's a Wonderful Life,Drama
927,1585,It's a Wonderful Life,Family
927,1585,It's a Wonderful Life,Fantasy
928,3083,Mr. Smith Goes to Washington,Comedy
928,3083,Mr. Smith Goes to Washington,Drama
929,900,Bringing Up Baby,Comedy
929,900,Bringing Up Baby,Romance
930,43795,Penny Serenade,Drama
930,43795,Penny Serenade,Romance
931,85638,The Scarlet Letter,Drama
932,50001,Lady of Burlesque,Comedy
932,50001,Lady of Burlesque,Thriller
932,50001,Lady of Burlesque,Mystery
932,50001,Lady of Burlesque,Romance
933,43905,Of Human Bondage,Drama
934,22688,Angel on My Shoulder,Comedy
934,22688,Angel on My Shoulder,Fantasy
934,22688,Angel on My Shoulder,Romance
935,23114,Little Lord Fauntleroy,Drama
935,23114,Little Lord Fauntleroy,Family
936,26378,They Made Me a Criminal,Thriller
936,26378,They Made Me a Criminal,Crime
936,26378,They Made Me a Criminal,Drama
936,26378,They Made Me a Criminal,Mystery
937,40206,The Inspector General,Comedy
937,40206,The Inspector General,Music
937,40206,The Inspector General,Romance
938,22356,Angel and the Badman,Romance
938,22356,Angel and the Badman,Western
939,260,The 39 Steps,Action
939,260,The 39 Steps,Thriller
939,260,The 39 Steps,Mystery
940,43488,A Walk in the Sun,War
940,43488,A Walk in the Sun,Drama
941,22613,The Outlaw,Action
941,22613,The Outlaw,Adventure
941,22613,The Outlaw,Western
942,10331,Night of the Living Dead,Horror
943,488,The African Queen,Adventure
943,488,The African Queen,War
943,488,The African Queen,Romance
944,22733,Beat the Devil,Action
944,22733,Beat the Devil,Adventure
944,22733,Beat the Devil,Comedy
944,22733,Beat the Devil,Crime
944,22733,Beat the Devil,Drama
944,22733,Beat the Devil,Romance
945,261,Cat on a Hot Tin Roof,Drama
945,261,Cat on a Hot Tin Roof,Romance
946,57575,The Last Time I Saw Paris,Romance
946,57575,The Last Time I Saw Paris,Drama
947,32574,Meet John Doe,Drama
947,32574,Meet John Doe,Comedy
947,32574,Meet John Doe,Romance
948,22657,Algiers,Drama
948,22657,Algiers,Action
948,22657,Algiers,Mystery
948,22657,Algiers,Romance
949,76464,Something to Sing About,Comedy
950,22649,A Farewell to Arms,Drama
950,22649,A Farewell to Arms,Romance
950,22649,A Farewell to Arms,War
951,22649,A Farewell to Arms,Drama
951,22649,A Farewell to Arms,Romance
951,22649,A Farewell to Arms,War
952,176841,Moonlight Murder,Music
952,176841,Moonlight Murder,Mystery
953,125587,Nothing Personal,Drama
954,39448,"Yes, Madam",Action
954,39448,"Yes, Madam",Foreign
955,52855,Dangerous Ground,Drama
956,39940,Picnic,Drama
956,39940,Picnic,Romance
957,172868,Madagascar Skin,
958,85328,The Pompatus of Love,Comedy
958,85328,The Pompatus of Love,Romance
958,85328,The Pompatus of Love,Drama
959,124632,Small Wonders,Documentary
959,124632,Small Wonders,Family
960,11076,Fly Away Home,Action
960,11076,Fly Away Home,Adventure
960,11076,Fly Away Home,Drama
960,11076,Fly Away Home,Family
961,63945,Bliss,Drama
961,63945,Bliss,Romance
962,58985,Grace of My Heart,Drama
962,58985,Grace of My Heart,Comedy
962,58985,Grace of My Heart,Music
963,890,Brother of Sleep,Drama
964,10861,Maximum Risk,Action
964,10861,Maximum Risk,Adventure
964,10861,Maximum Risk,Thriller
965,1770,Michael Collins,Drama
965,1770,Michael Collins,Thriller
966,44465,The Rich Man's Wife,Drama
966,44465,The Rich Man's Wife,Thriller
967,2033,Infinity,Drama
967,2033,Infinity,Romance
968,18203,Big Night,Drama
969,9333,Last Man Standing,Action
969,9333,Last Man Standing,Crime
969,9333,Last Man Standing,Drama
969,9333,Last Man Standing,Thriller
970,47260,Caught,Action
970,47260,Caught,Drama
970,47260,Caught,Thriller
971,9400,Set It Off,Drama
971,9400,Set It Off,Action
971,9400,Set It Off,Crime
972,9401,2 Days in the Valley,Comedy
972,9401,2 Days in the Valley,Crime
973,12241,Curdled,Comedy
973,12241,Curdled,Crime
973,12241,Curdled,Thriller
974,25739,L'associé,Comedy
975,161806,Ed's Next Move,
976,11306,Extreme Measures,Drama
976,11306,Extreme Measures,Thriller
977,9625,The Glimmer Man,Action
977,9625,The Glimmer Man,Adventure
977,9625,The Glimmer Man,Crime
977,9625,The Glimmer Man,Drama
977,9625,The Glimmer Man,Thriller
978,10680,D3: The Mighty Ducks,Action
978,10680,D3: The Mighty Ducks,Comedy
978,10680,D3: The Mighty Ducks,Drama
978,10680,D3: The Mighty Ducks,Family
979,6346,The Chamber,Crime
979,6346,The Chamber,Drama
980,18660,The Apple Dumpling Gang,Comedy
980,18660,The Apple Dumpling Gang,Family
981,35115,"Davy Crockett, King of the Wild Frontier",Action
981,35115,"Davy Crockett, King of the Wild Frontier",Adventure
981,35115,"Davy Crockett, King of the Wild Frontier",Family
981,35115,"Davy Crockett, King of the Wild Frontier",Western
982,14821,Escape to Witch Mountain,Adventure
982,14821,Escape to Witch Mountain,Fantasy
982,14821,Escape to Witch Mountain,Family
983,14136,The Love Bug,Comedy
983,14136,The Love Bug,Family
983,14136,The Love Bug,Fantasy
984,10869,Herbie Rides Again,Romance
984,10869,Herbie Rides Again,Comedy
984,10869,Herbie Rides Again,Family
984,10869,Herbie Rides Again,Fantasy
985,22660,Old Yeller,Adventure
985,22660,Old Yeller,Drama
985,22660,Old Yeller,Western
986,19186,The Parent Trap,Comedy
986,19186,The Parent Trap,Family
987,31102,Pollyanna,Adventure
988,6878,Homeward Bound: The Incredible Journey,Adventure
988,6878,Homeward Bound: The Incredible Journey,Comedy
988,6878,Homeward Bound: The Incredible Journey,Drama
988,6878,Homeward Bound: The Incredible Journey,Family
989,15944,The Shaggy Dog,Comedy
989,15944,The Shaggy Dog,Family
990,18444,Swiss Family Robinson,Adventure
990,18444,Swiss Family Robinson,Family
991,20723,That Darn Cat!,Drama
991,20723,That Darn Cat!,Family
991,20723,That Darn Cat!,Comedy
992,173,"20,000 Leagues Under the Sea",Adventure
992,173,"20,000 Leagues Under the Sea",Drama
993,864,Cool Runnings,Comedy
994,24795,Angels in the Outfield,Fantasy
994,24795,Angels in the Outfield,Drama
994,24795,Angels in the Outfield,Comedy
994,24795,Angels in the Outfield,Family
995,11224,Cinderella,Family
995,11224,Cinderella,Fantasy
995,11224,Cinderella,Animation
995,11224,Cinderella,Romance
996,81310,Winnie the Pooh and the Blustery Day,Animation
996,81310,Winnie the Pooh and the Blustery Day,Family
996,81310,Winnie the Pooh and the Blustery Day,Music
997,15947,The Three Caballeros,Animation
997,15947,The Three Caballeros,Family
997,15947,The Three Caballeros,Music
998,9078,The Sword in the Stone,Animation
998,9078,The Sword in the Stone,Family
999,29682,So Dear to My Heart,Animation
999,29682,So Dear to My Heart,Drama
999,29682,So Dear to My Heart,Family
1000,8367,Robin Hood: Prince of Thieves,Adventure
1001,433,Mary Poppins,Comedy
1001,433,Mary Poppins,Family
1001,433,Mary Poppins,Fantasy
1002,11360,Dumbo,Animation
1002,11360,Dumbo,Family
1003,11114,Pete's Dragon,Fantasy
1003,11114,Pete's Dragon,Animation
1003,11114,Pete's Dragon,Comedy
1003,11114,Pete's Dragon,Family
1004,12335,Bedknobs and Broomsticks,Adventure
1004,12335,Bedknobs and Broomsticks,Fantasy
1004,12335,Bedknobs and Broomsticks,Animation
1004,12335,Bedknobs and Broomsticks,Comedy
1004,12335,Bedknobs and Broomsticks,Family
1004,12335,Bedknobs and Broomsticks,Music
1005,12092,Alice in Wonderland,Animation
1005,12092,Alice in Wonderland,Adventure
1005,12092,Alice in Wonderland,Family
1005,12092,Alice in Wonderland,Fantasy
1006,10948,The Fox and the Hound,Adventure
1006,10948,The Fox and the Hound,Animation
1006,10948,The Fox and the Hound,Drama
1006,10948,The Fox and the Hound,Family
1007,11229,Freeway,Comedy
1007,11229,Freeway,Drama
1007,11229,Freeway,Thriller
1008,15121,The Sound of Music,Drama
1008,15121,The Sound of Music,Family
1008,15121,The Sound of Music,Music
1008,15121,The Sound of Music,Romance
1009,562,Die Hard,Action
1009,562,Die Hard,Thriller
1010,10163,The Lawnmower Man,Horror
1010,10163,The Lawnmower Man,Thriller
1011,48862,Unhook the Stars,Drama
1011,48862,Unhook the Stars,Romance
1012,117036,Synthetic Pleasures,Documentary
1013,47199,The Secret Agent,Drama
1013,47199,The Secret Agent,Thriller
1014,11159,Secrets & Lies,Drama
1015,9591,That Thing You Do!,Comedy
1015,9591,That Thing You Do!,Drama
1016,30500,To Gillian on Her 37th Birthday,Drama
1016,30500,To Gillian on Her 37th Birthday,Romance
1017,41843,Surviving Picasso,Drama
1017,41843,Surviving Picasso,Romance
1018,55058,Love Is All There Is,Comedy
1018,55058,Love Is All There Is,Romance
1019,10938,Beautiful Thing,Comedy
1019,10938,Beautiful Thing,Drama
1019,10938,Beautiful Thing,Romance
1020,11412,The Long Kiss Goodnight,Crime
1020,11412,The Long Kiss Goodnight,Action
1020,11412,The Long Kiss Goodnight,Mystery
1020,11412,The Long Kiss Goodnight,Thriller
1021,10586,The Ghost and the Darkness,Adventure
1022,42314,Looking for Richard,Documentary
1023,27845,Trees Lounge,Comedy
1023,27845,Trees Lounge,Drama
1024,108365,The Proprietor,Drama
1025,23223,Normal Life,Crime
1025,23223,Normal Life,Drama
1026,49471,Get on the Bus,Drama
1027,38153,Shadow Conspiracy,Action
1027,38153,Shadow Conspiracy,Thriller
1028,25147,Jude,Drama
1028,25147,Jude,Romance
1029,9716,Everyone Says I Love You,Music
1029,9716,Everyone Says I Love You,Comedy
1029,9716,Everyone Says I Love You,Romance
1030,43777,Bitter Sugar,Drama
1030,43777,Bitter Sugar,Romance
1031,454,Romeo + Juliet,Drama
1031,454,Romeo + Juliet,Romance
1032,10218,Swingers,Comedy
1032,10218,Swingers,Romance
1033,819,Sleepers,Crime
1033,819,Sleepers,Drama
1033,819,Sleepers,Thriller
1034,38191,The Sunchaser,Drama
1035,56830,Johns,Drama
1036,11238,Aladdin and the King of Thieves,Adventure
1036,11238,Aladdin and the King of Thieves,Animation
1036,11238,Aladdin and the King of Thieves,Family
1037,27256,The Woman in Question,Mystery
1038,31530,Shall We Dance,Comedy
1038,31530,Shall We Dance,Music
1038,31530,Shall We Dance,Romance
1039,66473,A Damsel in Distress,Comedy
1039,66473,A Damsel in Distress,Music
1039,66473,A Damsel in Distress,Romance
1040,28120,Crossfire,Crime
1040,28120,Crossfire,Drama
